word,display_form,part_of_speech,difficulty,frequency_rank,source,created_at,updated_at
unlettered,unlettered,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unlikely,unlikely,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unlimited,unlimited,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
unmanageable,unmanageable,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unmannered,unmannered,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unmannerly,unmannerly,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unmapped,unmapped,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
unmindful,unmindful,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unmistakable,unmistakable,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
unmitigated,Unmitigated,,,,words - Sheet3.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
unnatural,unnatural,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unnecessary,unnecessary,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unneeded,unneeded,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unnerve,unnerve,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unnoticed,unnoticed,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unnumberable,unnumberable,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unnumbered,unnumbered,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unnumerable,unnumerable,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unobservable,unobservable,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unobtrusive,Unobtrusive,,,,words - Sheet2.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
unoffending,unoffending,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
unoriginal,unoriginal,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
unorthodox,unorthodox,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unorthodoxy,unorthodoxy,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unpalatable,unpalatable,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
unpassable,unpassable,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
unperceivable,unperceivable,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
unpick,unpick,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unpitying,unpitying,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unplanned,unplanned,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unpolished,unpolished,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unprecedented,unprecedented,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unpredictable,unpredictable,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unpredicted,unpredicted,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unpretentious,unpretentious,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
unproblematic,unproblematic,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
unproductive,unproductive,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
unpromising,unpromising,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
unprompted,unprompted,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unqualified,unqualified,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unquestioned,unquestioned,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
unravel,unravel,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unreal,unreal,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
unrealistic,unrealistic,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unreasonable,unreasonable,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
unreciprocated,unreciprocated,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
unregulated,unregulated,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unrelenting,unrelenting,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unreliable,unreliable,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unreligious,unreligious,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
unremarkable,unremarkable,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unremitting,unremitting,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unrepentant,unrepentant,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
unrequited,unrequited,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
unrest,unrest,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unruffled,unruffled,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unruly,unruly,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unsafe,unsafe,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
unsatiable,unsatiable,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unscathed,unscathed,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
unscramble,unscramble,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unseasoned,unseasoned,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unseemly,unseemly,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
unselfish,unselfish,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
unsettle,unsettle,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unshakable,unshakable,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unshaken,unshaken,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
unsightly,unsightly,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
unskilled,unskilled,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
unsophisticated,unsophisticated,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
unsound,unsound,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
unsparing,unsparing,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
unspeakable,unspeakable,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
unspoken,unspoken,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unstable,unstable,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unstinted,unstinted,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
unstinting,unstinting,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
unsubduable,unsubduable,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
unsubstantial,unsubstantial,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
unsubstantiated,unsubstantiated,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
unsuccessful,unsuccessful,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unsufferable,unsufferable,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
unsuitable,unsuitable,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unsure,unsure,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unswerving,unswerving,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
untainted,untainted,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
untalkative,untalkative,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
untangle,untangle,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
untellable,untellable,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
untested,untested,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
until now,until now,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
untimely,untimely,adv,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
untiring,untiring,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
untoward,untoward,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
untreated,untreated,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
untried,untried,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
untrusting,untrusting,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
untrustworthy,untrustworthy,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
untrusty,untrusty,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
untune,untune,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
untypical,untypical,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unusual,unusual,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
unutterable,unutterable,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
unvanquishable,unvanquishable,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unvaried,unvaried,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
unveil,unveil,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unveiling,unveiling,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
unverified,unverified,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unwarrantable,unwarrantable,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unwarranted,unwarranted,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unwavering,unwavering,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unwearying,unwearying,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
unwieldy,unwieldy,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unwilling,unwilling,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unwind,unwind,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
unwiseness,unwiseness,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
unwitting,unwitting,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unworldly,unworldly,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
unworthy,unworthy,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
unwrap,unwrap,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
unyielding,unyielding,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
up to now,up to now,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
upbraid,upbraid,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
upbraiding,upbraiding,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
upbringing,upbringing,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
upgrade,upgrade,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
upheaval,upheaval,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
uphold,uphold,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
upraise,upraise,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
uprightness,uprightness,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
uprise,uprise,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
uprising,uprising,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
uproar,uproar,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
uproarious,uproarious,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
uproot,uproot,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
upset,upset,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
upshot,upshot,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
upstage,upstage,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
uptake,uptake,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
uptight,uptight,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
urbane,urbane,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
urge,urge,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
urge on,urge on,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
urgent,urgent,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
urticate,urticate,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
use,use,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
use up,use up,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
using one's brain,using one's brain,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
usurious,usurious,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
usurp,usurp,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
utilise,utilise,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
utilize,utilize,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
utmost,utmost,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
utopia,utopia,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
utopian,utopian,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
utter,utter,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
uttermost,uttermost,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
vacant,vacant,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
vacate,vacate,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
vacillate,vacillate,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
vacuous,vacuous,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
vagabond,vagabond,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
vagary,vagary,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
vagrant,vagrant,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
vague,vague,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
vain,vain,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
valediction,valediction,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
valiance,valiance,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
valiancy,valiancy,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
valiant,valiant,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
validate,validate,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
validity,validity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
valor,valor,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
valorous,valorous,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
valorousness,valorousness,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
valour,valour,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
valuable,valuable,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
value orientation,value orientation,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
value-added tax,value-added tax,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
value-system,value-system,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
van,van,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
vanguard,vanguard,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
vanish,vanish,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
vanity,vanity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
vanquish,vanquish,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
vantage,vantage,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
vapid,vapid,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
vaporise,vaporise,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
vaporize,vaporize,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
vaporous,vaporous,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
vapourous,vapourous,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
variable,Variable,,,,words - Sheet2.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
variance,variance,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
variation,variation,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
variegate,variegate,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
variety,variety,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
various,various,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
varlet,varlet,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
vary,vary,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
vast,vast,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
vat,vat,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
vaunt,vaunt,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
vaunter,vaunter,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
vector,vector,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
veer,veer,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
vegetation,vegetation,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
vehemence,vehemence,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
vehement,vehement,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
velocity,velocity,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
venal,venal,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
veneer,veneer,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
venerable,venerable,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
venerate,venerate,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
venerating,venerating,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
veneration,veneration,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
vengeance,vengeance,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
vengeful,vengeful,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
venial,venial,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
venom,venom,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
venomous,venomous,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
vent,vent,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
ventilate,ventilate,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
venture,venture,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
venturesome,venturesome,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
venturous,venturous,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
veracious,veracious,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
veracity,veracity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
verbal,verbal,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
verbalization,verbalization,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
verbose,verbose,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
verdant,verdant,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
verdict,verdict,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
verge,verge,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
verifiable,verifiable,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
verify,verify,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
verisimilitude,verisimilitude,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
veritable,veritable,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
verity,verity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
vernacular,vernacular,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
versatile,versatile,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
versatility,versatility,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
version,version,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
vertex,vertex,,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
vertical,vertical,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
vertiginous,vertiginous,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
vertigo,vertigo,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
verve,verve,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
very important person,very important person,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
very smart person,very smart person,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
vestibule,vestibule,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
vestige,vestige,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
veteran,veteran,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
veto,veto,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
vex,vex,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
vexation,vexation,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
via media,via media,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
viability,Viability,,,,words - Sheet3.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
viable,viable,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
vibrant,vibrant,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
vibrate,vibrate,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
vicarious,vicarious,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
vicinity,vicinity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
vicious,vicious,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
vicissitude,vicissitude,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
victor,victor,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
victory,victory,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
victual,victual,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
victuals,victuals,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
