word,display_form,part_of_speech,difficulty,frequency_rank
noxious,noxious,adj,SAT,
nuance,nuance,n,SAT,
nuptial,nuptial,adj,SAT,
nurture,nurture,v,SAT,
nutrient,nutrient,n,hard,
nutritious,nutritious,adj,SAT,
oaf,oaf,n,SAT,
obdurate,obdurate,adj,SAT,
obese,obese,adj,SAT,
obfuscate,obfuscate,v,SAT,
objectivity,objectivity,n,SAT,
obligation,obligation,n,hard,
obligatory,obligatory,adj,SAT,
oblique,oblique,adj,SAT,
obliterate,obliterate,v,SAT,
oblivion,oblivion,n,SAT,
oblivious,oblivious,adj,SAT,
obnoxious,obnoxious,adj,SAT,
obscure,obscure,adj,SAT,
obscurity,obscurity,n,SAT,
obsequious,obsequious,adj,SAT,
observable,observable,adj,SAT,
obsess,obsess,v,SAT,
obsession,obsession,n,SAT,
obsolete,obsolete,adj,SAT,
obstacle,obstacle,n,SAT,
obstreperous,obstreperous,adj,SAT,
obtrude,obtrude,v,SAT,
obtrusive,obtrusive,adj,SAT,
obtuse,obtuse,adj,SAT,
occasional,occasional,adj,hard,
occlude,occlude,,SAT,
occupation,occupation,n,hard,
occupy,occupy,v,hard,
odd,odd,adj,hard,
odious,odious,adj,SAT,
odoriferous,odoriferous,,SAT,
odorous,odorous,adj,SAT,
odyssey,odyssey,n,SAT,
offensive,offensive,n,hard,
offhand,offhand,adv,SAT,
officiate,officiate,v,SAT,
officious,officious,adj,SAT,
offset,offset,v,hard,
ogle,ogle,v,SAT,
omen,omen,n,SAT,
omnivorous,omnivorous,adj,SAT,
onerous,onerous,adj,SAT,
ongoing,ongoing,adj,hard,
onset,onset,n,SAT,
ooze,ooze,v,SAT,
opalescent,opalescent,adj,SAT,
opaque,opaque,adj,SAT,
openhanded,openhanded,,SAT,
operative,operative,adj,SAT,
opiate,opiate,n,SAT,
opinionated,opinionated,adj,SAT,
opponent,opponent,n,hard,
opportune,opportune,adj,SAT,
opportunistic,opportunistic,adj,SAT,
oppose,oppose,v,hard,
oppress,oppress,v,SAT,
oppressive,oppressive,adj,SAT,
opprobrium,opprobrium,n,SAT,
opt,opt,v,hard,
optician,optician,n,SAT,
optimist,optimist,n,SAT,
optimistic,optimistic,adj,SAT,
optimum,optimum,adj,SAT,
opulence,opulence,n,SAT,
opulent,opulent,adj,SAT,
opus,opus,n,hard,
oracular,oracular,adj,SAT,
oration,oration,n,SAT,
orator,orator,n,SAT,
ordeal,ordeal,n,SAT,
orderly,orderly,,SAT,
organism,organism,n,hard,
orgy,orgy,n,hard,
orient,orient,v,hard,
orientation,orientation,n,hard,
originality,originality,n,SAT,
ornamentation,ornamentation,n,SAT,
ornate,ornate,adj,SAT,
ornithology,ornithology,n,SAT,
orthodox,orthodox,adj,SAT,
orthodoxy,orthodoxy,n,SAT,
ossify,ossify,v,SAT,
ostensible,ostensible,adj,SAT,
ostentatious,ostentatious,adj,SAT,
ostracize,ostracize,v,SAT,
oust,oust,v,SAT,
outbreak,outbreak,n,SAT,
outgrowth,outgrowth,n,SAT,
outlook,outlook,n,hard,
outmoded,outmoded,v,SAT,
outrage,outrage,v,SAT,
outskirt,outskirt,,SAT,
outstrip,outstrip,v,SAT,
outwit,outwit,,SAT,
ovation,ovation,n,SAT,
overabundance,overabundance,,SAT,
overbear,overbear,,SAT,
overcome,overcome,v,hard,
overemphasize,overemphasize,v,SAT,
overflow,overflow,,SAT,
overjoy,overjoy,,SAT,
overlap,overlap,v,hard,
overpower,overpower,v,SAT,
oversea,oversea,,hard,
overshadow,overshadow,v,SAT,
oversight,oversight,n,SAT,
overt,overt,adj,SAT,
overthrow,overthrow,v,SAT,
overture,overture,n,SAT,
overwhelm,overwhelm,,hard,
pacifist,pacifist,n,SAT,
pact,pact,n,SAT,
paean,paean,n,SAT,
palatable,palatable,adj,SAT,
palette,palette,n,SAT,
palliative,palliative,n,SAT,
palpable,palpable,adj,SAT,
paltry,paltry,adj,SAT,
pamper,pamper,v,SAT,
panacea,panacea,n,SAT,
panache,panache,n,SAT,
pandemic,pandemic,n,SAT,
pander,pander,n,SAT,
pang,pang,n,SAT,
panoramic,panoramic,adj,SAT,
papyrus,papyrus,n,SAT,
parable,parable,n,SAT,
paradox,paradox,n,SAT,
paradoxical,paradoxical,adj,SAT,
paragon,paragon,n,SAT,
parallel,parallel,adj,hard,
paramount,paramount,adj,SAT,
parasite,parasite,n,SAT,
parch,parch,v,SAT,
pardon,pardon,v,SAT,
pariah,pariah,n,SAT,
parity,parity,n,SAT,
parochial,parochial,adj,SAT,
parody,parody,n,SAT,
parsimony,parsimony,n,SAT,
partial,partial,adj,hard,
particularity,particularity,n,SAT,
partisan,partisan,n,SAT,
partition,partition,n,hard,
passionate,passionate,adj,SAT,
passive,passive,adj,hard,
passport,passport,n,hard,
pastoral,pastoral,adj,SAT,
paternal,paternal,adj,SAT,
pathetic,pathetic,adj,SAT,
pathological,pathological,adj,SAT,
pathology,pathology,n,hard,
pathos,pathos,n,SAT,
patience,patience,n,SAT,
patina,patina,n,SAT,
patriarch,patriarch,n,SAT,
patrician,patrician,n,SAT,
patriot,patriot,n,hard,
patron,patron,n,SAT,
patronize,patronize,v,SAT,
paucity,paucity,n,SAT,
pauper,pauper,n,SAT,
peasant,peasant,n,SAT,
peccadillo,peccadillo,n,SAT,
pedant,pedant,n,SAT,
pedantic,pedantic,adj,SAT,
pedantry,pedantry,n,SAT,
pedestal,pedestal,n,SAT,
pedestrian,pedestrian,n,SAT,
peer,peer,v,hard,
peerless,peerless,,hard,
peevish,peevish,,SAT,
pejorative,pejorative,adj,SAT,
pelt,pelt,v,SAT,
penal,penal,adj,SAT,
penalty,penalty,n,hard,
penchant,penchant,n,SAT,
pend,pend,,hard,
penetrate,penetrate,v,SAT,
peninsula,peninsula,n,hard,
penitent,penitent,n,SAT,
perceive,perceive,v,hard,
perceptible,perceptible,adj,SAT,
perception,perception,n,hard,
perceptual,perceptual,adj,SAT,
perdition,perdition,n,SAT,
perennial,perennial,adj,SAT,
perfectionist,perfectionist,n,SAT,
perfidious,perfidious,adj,SAT,
perfidy,perfidy,n,SAT,
peripatetic,peripatetic,n,SAT,
peripheral,peripheral,adj,hard,
perjury,perjury,,SAT,
permeable,permeable,adj,SAT,
permissive,permissive,adj,SAT,
pernicious,pernicious,adj,SAT,
perpetrate,perpetrate,v,SAT,
perpetual,perpetual,adj,SAT,
perpetuate,perpetuate,v,SAT,
persecute,persecute,v,SAT,
persevere,persevere,v,SAT,
persist,persist,v,SAT,
persistent,persistent,adj,SAT,
personable,personable,,SAT,
personality,personality,n,hard,
personification,personification,n,SAT,
perspicacity,perspicacity,n,SAT,
persuasion,persuasion,n,SAT,
pert,pert,adj,SAT,
pertain,pertain,v,SAT,
pertinent,pertinent,adj,SAT,
perturb,perturb,v,SAT,
peruse,peruse,v,SAT,
pervasive,pervasive,adj,SAT,
perverse,perverse,adj,SAT,
pessimism,pessimism,n,SAT,
pessimist,pessimist,n,SAT,
pestilence,pestilence,n,SAT,
petrify,petrify,v,SAT,
petulance,petulance,n,SAT,
petulant,petulant,adj,SAT,
phenomenal,phenomenal,adj,SAT,
phenomenon,phenomenon,n,hard,
philanthropist,philanthropist,n,SAT,
philistine,philistine,n,SAT,
philosophical,philosophical,adj,SAT,
phlegmatic,phlegmatic,adj,SAT,
phobia,phobia,n,SAT,
phobic,phobic,adj,SAT,
phylum,phylum,,SAT,
physiological,physiological,adj,SAT,
pi,pi,n,hard,
picturesque,picturesque,adj,SAT,
piebald,piebald,,SAT,
piecemeal,piecemeal,adv,SAT,
pierce,pierce,v,hard,
piety,piety,n,SAT,
pigment,pigment,,SAT,
pilfer,pilfer,v,SAT,
pillage,pillage,v,SAT,
pinpoint,pinpoint,v,SAT,
pious,pious,adj,SAT,
piquant,piquant,adj,SAT,
pitfall,pitfall,n,SAT,
pithy,pithy,adj,SAT,
pittance,pittance,n,SAT,
pivotal,pivotal,adj,SAT,
placebo,placebo,n,SAT,
placid,placid,adj,SAT,
plagiarize,plagiarize,v,SAT,
plague,plague,v,SAT,
plaintive,plaintive,adj,SAT,
plasticity,plasticity,n,SAT,
plausible,plausible,adj,SAT,
plea,plea,n,SAT,
plead,plead,v,SAT,
pleasure,pleasure,n,hard,
plebeian,plebeian,n,SAT,
pledge,pledge,v,hard,
plenitude,plenitude,n,SAT,
plentiful,plentiful,,hard,
plethora,plethora,n,SAT,
pliable,pliable,adj,SAT,
pliant,pliant,adj,SAT,
plumage,plumage,n,SAT,
plumb,plumb,adv,hard,
plummet,plummet,v,SAT,
plunder,plunder,v,SAT,
plunge,plunge,v,SAT,
pluralistic,pluralistic,adj,SAT,
podium,podium,n,SAT,
poignant,poignant,adj,SAT,
polar,polar,adj,hard,
polarize,polarize,v,SAT,
polemic,polemic,n,SAT,
polemical,polemical,adj,SAT,
polish,polish,v,hard,
politicize,politicize,v,SAT,
ponderous,ponderous,adj,SAT,
populist,populist,n,SAT,
pore,pore,n,SAT,
porous,porous,,SAT,
portly,portly,adj,SAT,
portrait,portrait,n,hard,
portray,portray,v,SAT,
pose,pose,v,hard,
poseur,poseur,n,SAT,
posit,posit,v,SAT,
possess,possess,v,hard,
possibility,possibility,,hard,
posterity,posterity,n,SAT,
posthumous,posthumous,adj,SAT,
postmodernist,postmodernist,adj,SAT,
posture,posture,n,SAT,
potable,potable,n,SAT,
potency,potency,n,SAT,
potent,potent,adj,SAT,
potentate,potentate,n,SAT,
potion,potion,n,SAT,
potshot,potshot,,SAT,
pounce,pounce,v,SAT,
poverty,poverty,n,hard,
practitioner,practitioner,n,hard,
pragmatic,pragmatic,adj,SAT,
prairie,prairie,n,hard,
praise,praise,v,hard,
prattle,prattle,v,SAT,
preachy,preachy,adj,SAT,
preamble,preamble,n,SAT,
precarious,precarious,adj,SAT,
precede,precede,v,hard,
precedent,precedent,n,SAT,
precept,precept,n,SAT,
precious,precious,adj,hard,
precipice,precipice,n,SAT,
precipitate,precipitate,v,SAT,
precipitous,precipitous,adj,SAT,
precis,precis,v,SAT,
preclude,preclude,v,SAT,
precocious,precocious,adj,SAT,
precursor,precursor,n,SAT,
predator,predator,n,SAT,
predatory,predatory,adj,SAT,
predecessor,predecessor,n,SAT,
predetermine,predetermine,v,SAT,
predict,predict,v,hard,
predictable,predictable,adj,SAT,
prediction,prediction,n,hard,
predictive,predictive,adj,SAT,
preeminence,preeminence,,SAT,
preeminent,preeminent,adj,SAT,
preempt,preempt,v,SAT,
preemptive,preemptive,adj,SAT,
preen,preen,v,SAT,
prehistory,prehistory,n,SAT,
prelate,prelate,n,SAT,
preliminary,preliminary,adj,hard,
prelude,prelude,n,SAT,
premature,premature,adj,SAT,
premeditate,premeditate,,SAT,
premiere,premiere,n,hard,
premise,premise,n,hard,
premonition,premonition,n,SAT,
preoccupation,preoccupation,n,SAT,
prepossess,prepossess,,SAT,
preposterous,preposterous,adj,SAT,
prerequisite,prerequisite,n,hard,
prerogative,prerogative,n,SAT,
prescience,prescience,n,SAT,
prescient,prescient,adj,SAT,
prescribe,prescribe,v,hard,
prescriptive,prescriptive,adj,SAT,
preserve,preserve,v,hard,
prestige,prestige,n,SAT,
prestigious,prestigious,adj,SAT,
presume,presume,v,SAT,
presumption,presumption,n,SAT,
presumptive,presumptive,adj,SAT,
presumptuous,presumptuous,adj,SAT,
pretentious,pretentious,adj,SAT,
preventable,preventable,adj,SAT,
preventative,preventative,,SAT,
preventive,preventive,adj,SAT,
prey,prey,n,SAT,
primacy,primacy,n,SAT,
primeval,primeval,adj,SAT,
primitive,primitive,adj,SAT,
primp,primp,v,SAT,
pristine,pristine,adj,SAT,
privation,privation,n,SAT,
privilege,privilege,n,hard,
prize,prize,n,hard,
probability,probability,,hard,
probe,probe,v,hard,
probity,probity,n,SAT,
problematic,problematic,adj,SAT,
proceed,proceed,v,hard,
proclaim,proclaim,v,SAT,
proclamation,proclamation,n,SAT,
proclivity,proclivity,n,SAT,
procure,procure,v,SAT,
procurement,procurement,n,hard,
prod,prod,v,SAT,
prodigal,prodigal,n,SAT,
productive,productive,adj,hard,
productivity,productivity,n,hard,
profane,profane,adj,SAT,
profession,profession,n,hard,
profitable,profitable,adj,hard,
profiteer,profiteer,v,SAT,
profound,profound,adj,SAT,
profundity,profundity,n,SAT,
profusion,profusion,n,SAT,
progenitor,progenitor,n,SAT,
progeny,progeny,n,SAT,
prognosis,prognosis,n,SAT,
prohibit,prohibit,v,hard,
prohibition,prohibition,n,SAT,
prohibitive,prohibitive,adj,SAT,
proletarian,proletarian,n,SAT,
proliferate,proliferate,v,SAT,
proliferation,proliferation,n,SAT,
prolific,prolific,adj,SAT,
prologue,prologue,n,SAT,
prominent,prominent,adj,hard,
promontory,promontory,n,SAT,
prompt,prompt,v,hard,
promulgate,promulgate,v,SAT,
prone,prone,adj,SAT,
propagandist,propagandist,n,SAT,
propensity,propensity,n,SAT,
prophetic,prophetic,adj,SAT,
propitiate,propitiate,v,SAT,
propitious,propitious,,SAT,
proponent,proponent,n,SAT,
proportion,proportion,n,hard,
propound,propound,v,SAT,
proprietary,proprietary,n,hard,
proprietor,proprietor,,SAT,
propriety,propriety,n,SAT,
prosaic,prosaic,adj,SAT,
prose,prose,n,SAT,
proselytize,proselytize,v,SAT,
prospect,prospect,n,hard,
prospective,prospective,adj,hard,
prospectus,prospectus,n,SAT,
prosper,prosper,v,SAT,
prosperity,prosperity,n,SAT,
prosperous,prosperous,adj,SAT,
prostrate,prostrate,adj,SAT,
protagonist,protagonist,n,SAT,
protean,protean,adj,SAT,
protege,protege,n,SAT,
protest,protest,v,hard,
prototype,prototype,n,hard,
protrude,protrude,v,SAT,
protuberance,protuberance,n,SAT,
provident,provident,adj,SAT,
provincial,provincial,adj,hard,
provisional,provisional,adj,SAT,
provocation,provocation,n,SAT,
provocative,provocative,adj,SAT,
provoke,provoke,v,SAT,
prowess,prowess,n,SAT,
proximity,proximity,n,SAT,
proxy,proxy,n,hard,
prude,prude,n,SAT,
prudence,prudence,n,SAT,
prudent,prudent,adj,SAT,
prudery,prudery,n,SAT,
prurient,prurient,adj,SAT,
pseudonym,pseudonym,n,SAT,
psyche,psyche,n,SAT,
psychic,psychic,,SAT,
psychoanalysis,psychoanalysis,n,SAT,
psychological,psychological,adj,hard,
psychology,psychology,n,hard,
publicity,publicity,n,SAT,
publicize,publicize,v,SAT,
puerile,puerile,adj,SAT,
pugnacious,pugnacious,adj,SAT,
pugnacity,pugnacity,n,SAT,
pulchritude,pulchritude,,SAT,
pulverize,pulverize,v,SAT,
pummel,pummel,v,SAT,
pundit,pundit,n,SAT,
pungent,pungent,adj,SAT,
purge,purge,v,SAT,
purify,purify,v,SAT,
purport,purport,v,SAT,
pursue,pursue,v,hard,
purveyor,purveyor,n,SAT,
putative,putative,adj,SAT,
putrid,putrid,adj,SAT,
quaff,quaff,v,SAT,
quail,quail,v,SAT,
quaint,quaint,adj,SAT,
qualification,qualification,n,hard,
qualitative,qualitative,adj,SAT,
qualm,qualm,n,SAT,
quantifiable,quantifiable,adj,SAT,
quantify,quantify,v,SAT,
quarantine,quarantine,v,SAT,
quay,quay,n,SAT,
queasy,queasy,adj,SAT,
quell,quell,v,SAT,
quench,quench,v,SAT,
querulous,querulous,adj,SAT,
quest,quest,n,hard,
questionable,questionable,adj,SAT,
quiescence,quiescence,n,SAT,
quiescent,quiescent,adj,SAT,
quiet,quiet,adj,hard,
quip,quip,v,SAT,
quirk,quirk,v,SAT,
quirky,quirky,adj,SAT,
quiver,quiver,v,SAT,
quixotic,quixotic,adj,SAT,
quizzical,quizzical,adj,SAT,
quorum,quorum,n,SAT,
raconteur,raconteur,n,SAT,
radiant,radiant,adj,SAT,
radiate,radiate,v,SAT,
radical,radical,adj,hard,
raid,raid,n,hard,
raiment,raiment,v,SAT,
rally,rally,v,hard,
ramification,ramification,n,SAT,
ramify,ramify,,SAT,
rampant,rampant,adj,SAT,
rancid,rancid,adj,SAT,
rancor,rancor,n,SAT,
rancorous,rancorous,adj,SAT,
rankle,rankle,v,SAT,
rant,rant,v,hard,
rapport,rapport,n,SAT,
rapt,rapt,v,SAT,
rash,rash,n,SAT,
raspy,raspy,adj,SAT,
ratify,ratify,v,SAT,
ration,ration,n,SAT,
rational,rational,adj,hard,
rationale,rationale,n,SAT,
rationalization,rationalization,n,SAT,
rationalize,rationalize,v,SAT,
raucous,raucous,adj,SAT,
ravel,ravel,v,SAT,
ravenous,ravenous,adj,SAT,
react,react,v,hard,
reactionary,reactionary,n,SAT,
reactive,reactive,adj,SAT,
reaffirm,reaffirm,v,SAT,
realign,realign,v,SAT,
realistic,realistic,adj,hard,
realization,realization,n,SAT,
realm,realm,n,hard,
reaper,reaper,n,SAT,
reappear,reappear,v,SAT,
rearrange,rearrange,v,SAT,
reassess,reassess,v,SAT,
reassure,reassure,v,SAT,
rebate,rebate,v,hard,
rebel,rebel,n,hard,
rebellion,rebellion,n,SAT,
rebellious,rebellious,adj,SAT,
rebuff,rebuff,v,SAT,
rebuke,rebuke,v,SAT,
rebuttal,rebuttal,n,SAT,
recalcitrant,recalcitrant,adj,SAT,
recalibrate,recalibrate,,SAT,
recall,recall,v,hard,
recast,recast,v,SAT,
receipt,receipt,n,hard,
recess,recess,v,SAT,
recession,recession,n,SAT,
recessive,recessive,n,SAT,
recipient,recipient,n,hard,
reciprocal,reciprocal,adj,SAT,
reciprocate,reciprocate,v,SAT,
reciprocity,reciprocity,n,SAT,
reckless,reckless,adj,SAT,
reckon,reckon,v,SAT,
reclaim,reclaim,v,SAT,
recluse,recluse,n,SAT,
reclusive,reclusive,adj,SAT,
recognition,recognition,n,hard,
recommence,recommence,,SAT,
recompense,recompense,v,SAT,
reconcile,reconcile,v,SAT,
reconnaissance,reconnaissance,n,SAT,
reconstitute,reconstitute,v,SAT,
reconstruction,reconstruction,,hard,
recount,recount,v,SAT,
recourse,recourse,n,SAT,
recover,recover,v,hard,
recrimination,recrimination,n,SAT,
rectitude,rectitude,n,SAT,
recumbent,recumbent,adj,SAT,
recuperate,recuperate,v,SAT,
recur,recur,v,SAT,
recurrent,recurrent,adj,SAT,
redeem,redeem,v,hard,
redemptive,redemptive,adj,SAT,
redirect,redirect,v,hard,
rediscover,rediscover,v,SAT,
redouble,redouble,v,SAT,
redress,redress,v,SAT,
redundant,redundant,adj,SAT,
reek,reek,v,SAT,
reenact,reenact,,SAT,
reexamination,reexamination,,SAT,
referent,referent,,SAT,
refine,refine,v,hard,
refinement,refinement,n,SAT,
reflective,reflective,adj,SAT,
refract,refract,v,SAT,
refraction,refraction,,SAT,
refractory,refractory,,SAT,
refrain,refrain,n,SAT,
refund,refund,n,hard,
refuse,refuse,v,hard,
refute,refute,v,SAT,
regal,regal,adj,SAT,
regale,regale,v,SAT,
regime,regime,n,hard,
regimen,regimen,n,SAT,
regimental,regimental,adj,SAT,
regimentation,regimentation,n,SAT,
regression,regression,n,hard,
regret,regret,v,SAT,
rehabilitate,rehabilitate,v,SAT,
rehash,rehash,v,SAT,
rehearsal,rehearsal,n,SAT,
reinforce,reinforce,v,hard,
reiterate,reiterate,v,SAT,
reject,reject,v,hard,
rejection,rejection,n,SAT,
rejoice,rejoice,v,SAT,
rejoinder,rejoinder,n,SAT,
rejuvenate,rejuvenate,v,SAT,
rekindle,rekindle,v,SAT,
relax,relax,v,hard,
relegate,relegate,v,SAT,
relent,relent,v,SAT,
relevance,relevance,n,hard,
reliance,reliance,n,SAT,
relic,relic,n,SAT,
relieve,relieve,v,SAT,
relinquishment,relinquishment,,SAT,
reluctance,reluctance,n,SAT,
reluctant,reluctant,adj,SAT,
rely,rely,v,hard,
remarkable,remarkable,adj,hard,
remedy,remedy,v,hard,
remind,remind,v,hard,
reminiscence,reminiscence,n,SAT,
remiss,remiss,adj,SAT,
remission,remission,n,SAT,
remnant,remnant,n,SAT,
remonstrance,remonstrance,n,SAT,
remorse,remorse,n,SAT,
renaissance,renaissance,n,hard,
rend,rend,v,hard,
render,render,v,hard,
renegade,renegade,v,SAT,
renege,renege,v,SAT,
renew,renew,v,hard,
renovate,renovate,v,SAT,
renovation,renovation,n,SAT,
renunciation,renunciation,n,SAT,
reparation,reparation,n,SAT,
repast,repast,n,SAT,
repeal,repeal,v,SAT,
repel,repel,v,SAT,
repercussion,repercussion,n,SAT,
repertoire,repertoire,n,SAT,
repetitive,repetitive,adj,SAT,
replenish,replenish,v,SAT,
replete,replete,v,SAT,
replica,replica,n,hard,
reprehensible,reprehensible,adj,SAT,
repress,repress,v,SAT,
repressive,repressive,adj,SAT,
reprisal,reprisal,n,SAT,
reprise,reprise,v,SAT,
reproach,reproach,n,SAT,
reproduce,reproduce,v,hard,
reproduction,reproduction,n,hard,
reprove,reprove,v,SAT,
repudiate,repudiate,v,SAT,
repugnant,repugnant,adj,SAT,
repulsion,repulsion,n,SAT,
reputable,reputable,adj,SAT,
reputation,reputation,n,hard,
requisite,requisite,n,SAT,
requite,requite,v,SAT,
resemblance,resemblance,n,SAT,
resemble,resemble,v,SAT,
resent,resent,v,SAT,
resentment,resentment,,SAT,
reside,reside,v,hard,
residue,residue,n,hard,
resign,resign,v,SAT,
resignation,resignation,n,SAT,
resilience,resilience,n,SAT,
resilient,resilient,adj,SAT,
resist,resist,v,hard,
resistance,resistance,n,hard,
resistant,resistant,adj,hard,
resolute,resolute,adj,SAT,
resolve,resolve,v,hard,
resonant,resonant,adj,SAT,
respiration,respiration,n,SAT,
resplendent,resplendent,adj,SAT,
restitution,restitution,n,SAT,
restive,restive,adj,SAT,
restore,restore,v,hard,
restrict,restrict,v,hard,
restrictive,restrictive,adj,SAT,
resumption,resumption,n,SAT,
resurgent,resurgent,adj,SAT,
resurrect,resurrect,v,SAT,
retain,retain,,hard,
retaliation,retaliation,n,SAT,
retard,retard,v,SAT,
reticence,reticence,n,SAT,
reticent,reticent,adj,SAT,
retire,retire,v,hard,
retort,retort,v,SAT,
retract,retract,v,SAT,
retraction,retraction,n,SAT,
retreat,retreat,v,hard,
retrenchment,retrenchment,n,SAT,
retroactive,retroactive,adj,SAT,
retrograde,retrograde,v,SAT,
revelry,revelry,n,SAT,
reverberate,reverberate,v,SAT,
revere,revere,,SAT,
reverent,reverent,adj,SAT,
reverential,reverential,adj,SAT,
reverie,reverie,n,SAT,
reversal,reversal,n,SAT,
reverse,reverse,v,hard,
revert,revert,v,SAT,
revile,revile,v,SAT,
revisionist,revisionist,n,SAT,
revisit,revisit,v,SAT,
revitalize,revitalize,v,SAT,
revival,revival,n,SAT,
revivalist,revivalist,n,SAT,
revive,revive,v,SAT,
revolution,revolution,n,hard,
revolutionary,revolutionary,adj,hard,
revolutionize,revolutionize,v,SAT,
revulsion,revulsion,n,SAT,
reward,reward,n,hard,
rhetoric,rhetoric,n,SAT,
rhetorical,rhetorical,adj,SAT,
ridge,ridge,n,hard,
ridicule,ridicule,v,SAT,
rift,rift,n,SAT,
rig,rig,n,SAT,
rigid,rigid,adj,SAT,
rigidity,rigidity,n,SAT,
rigorous,rigorous,adj,SAT,
riot,riot,n,SAT,
ripple,ripple,n,SAT,
risque,risque,adj,SAT,
rite,rite,n,SAT,
ritualistic,ritualistic,adj,SAT,
rival,rival,v,hard,
rivalry,rivalry,n,SAT,
rivet,rivet,v,SAT,
rivulet,rivulet,n,SAT,
roam,roam,v,SAT,
robust,robust,adj,hard,
rocky,rocky,adj,hard,
rogue,rogue,n,SAT,
roil,roil,v,SAT,
romance,romance,n,hard,
roster,roster,n,hard,
rote,rote,n,SAT,
rout,rout,,SAT,
routine,routine,n,hard,
ruddy,ruddy,adj,SAT,
rudiment,rudiment,,SAT,
rudimentary,rudimentary,adj,SAT,
rueful,rueful,,SAT,
ruin,ruin,v,hard,
rummage,rummage,v,SAT,
rupture,rupture,v,SAT,
rustic,rustic,adj,SAT,
ruthless,ruthless,adj,SAT,
saccharine,saccharine,adj,SAT,
sacrifice,sacrifice,v,hard,
sacrilegious,sacrilegious,adj,SAT,
sacrosanct,sacrosanct,adj,SAT,
safeguard,safeguard,v,SAT,
saga,saga,n,SAT,
sagacious,sagacious,adj,SAT,
sagacity,sagacity,n,SAT,
sage,sage,n,hard,
salubrious,salubrious,adj,SAT,
salutary,salutary,adj,SAT,
salvage,salvage,v,SAT,
salvageable,salvageable,,SAT,
salvation,salvation,n,SAT,
salvo,salvo,n,SAT,
sanctimonious,sanctimonious,adj,SAT,
sanction,sanction,v,hard,
sardonic,sardonic,adj,SAT,
sate,sate,,SAT,
satirical,satirical,adj,SAT,
satisfaction,satisfaction,n,hard,
saturate,saturate,v,SAT,
saunter,saunter,v,SAT,
savanna,savanna,n,hard,
savory,savory,adj,SAT,
scad,scad,,SAT,
scald,scald,v,SAT,
scamp,scamp,v,SAT,
scandalous,scandalous,adj,SAT,
scanty,scanty,adj,SAT,
scapegoat,scapegoat,n,SAT,
scarce,scarce,adv,SAT,
scavenge,scavenge,v,SAT,
scavenger,scavenger,n,SAT,
scenario,scenario,n,hard,
scent,scent,n,hard,
schematic,schematic,adj,SAT,
schism,schism,n,SAT,
scholar,scholar,n,hard,
scholarly,scholarly,,hard,
scintillate,scintillate,v,SAT,
scoundrel,scoundrel,n,SAT,
scour,scour,v,SAT,
scrutinize,scrutinize,v,SAT,
scrutiny,scrutiny,n,SAT,
scurry,scurry,v,SAT,
sear,sear,v,SAT,
seclude,seclude,,SAT,
seclusion,seclusion,n,SAT,
secrete,secrete,v,SAT,
secretive,secretive,adj,SAT,
sect,sect,n,SAT,
secular,secular,n,SAT,
sedentary,sedentary,adj,SAT,
sedition,sedition,n,SAT,
seedy,seedy,adj,SAT,
seethe,seethe,v,SAT,
segregate,segregate,v,SAT,
seismic,seismic,adj,SAT,
seize,seize,v,SAT,
selective,selective,adj,hard,
self-deprecation,self-deprecation,,SAT,
self-determination,self-determination,,SAT,
selfish,selfish,adj,SAT,
sensation,sensation,n,SAT,
sensational,sensational,adj,SAT,
sensible,sensible,adj,SAT,
sensitive,sensitive,adj,hard,
sensitivity,sensitivity,n,hard,
sensory,sensory,adj,SAT,
sensual,sensual,adj,SAT,
sentient,sentient,adj,SAT,
sentimental,sentimental,adj,SAT,
sentinel,sentinel,n,SAT,
sequel,sequel,n,SAT,
serendipity,serendipity,n,SAT,
serene,serene,adj,SAT,
serenity,serenity,n,SAT,
sermonize,sermonize,v,SAT,
serpentine,serpentine,adj,SAT,
servile,servile,adj,SAT,
servitude,servitude,n,SAT,
setback,setback,n,SAT,
sever,sever,v,SAT,
severe,severe,adj,hard,
severity,severity,n,SAT,
shackle,shackle,n,SAT,
sham,sham,,SAT,
shamble,shamble,v,SAT,
shard,shard,n,SAT,
sharpen,sharpen,v,SAT,
sheaf,sheaf,n,SAT,
sheathe,sheathe,v,SAT,
sheer,sheer,adj,hard,
shimmer,shimmer,v,SAT,
shirk,shirk,v,SAT,
shock,shock,n,hard,
shoddy,shoddy,n,SAT,
shortcoming,shortcoming,n,SAT,
shorten,shorten,v,SAT,
shroud,shroud,v,SAT,
shun,shun,v,SAT,
shy,shy,v,SAT,
shyster,shyster,n,SAT,
sibling,sibling,n,SAT,
siege,siege,n,SAT,
sierra,sierra,n,hard,
signify,signify,v,SAT,
simian,simian,n,SAT,
similarity,similarity,n,hard,
simile,simile,n,SAT,
simpleminded,simpleminded,,SAT,
simplicity,simplicity,n,SAT,
simplification,simplification,n,SAT,
simplify,simplify,v,hard,
simplistic,simplistic,adj,SAT,
simulate,simulate,v,hard,
simultaneous,simultaneous,adj,hard,
sincere,sincere,adj,hard,
sincerity,sincerity,n,SAT,
sinewy,sinewy,adj,SAT,
singe,singe,v,SAT,
singularity,singularity,n,SAT,
sinister,sinister,adj,SAT,
sinuous,sinuous,adj,SAT,
siren,siren,n,SAT,
situate,situate,v,hard,
skeptic,skeptic,n,SAT,
